event_id,timestamp,U,S,R,D,theta,confidence,trigger,solver_called,reason,severity_minutes,delay_probability
svrp_004_e0000,6.512136090308598,0.2,0.8868233334825664,0.0,0.2813387644697936,0.6581217519007463,0.8745218,False,False,D<theta,15.0,0.8
svrp_004_e0001,20.59874646187632,0.175,0.7860731110606987,0.0,0.2697525509059299,0.5803875587544209,0.9497718,False,False,D<theta,15.0,0.7
svrp_004_e0002,22.003294428096964,0.175,0.7373008325796646,0.0,0.2562807205220243,0.5734996934521779,0.9428144,False,False,D<theta,15.0,0.7
svrp_004_e0003,25.784487036421684,0.02,0.8282638622425809,0.0,0.19223787359343242,0.5556621103200997,0.8856196000000001,False,False,D<theta,2.0,0.6
svrp_004_e0004,55.691660310786624,0.45,0.6666763291912439,0.0,0.36408833302602256,0.44517033265963546,0.9295815000000001,False,False,D<theta,30.0,0.9
svrp_004_e0005,85.25319738959523,0.08000000000000002,0.8374487660129707,0.0,0.2286053574911702,0.37526727090556744,0.9167603,False,False,D<theta,6.0,0.8
svrp_004_e0006,90.68098013220562,0.175,0.8360486114788039,0.0,0.25875705288629497,0.3654725547809406,0.8726693,False,False,D<theta,15.0,0.7
svrp_004_e0007,94.53210389645315,0.08000000000000002,0.8426412662078768,0.0,0.22895375978936003,0.3589910778528174,0.9134025,False,False,D<theta,6.0,0.8
svrp_004_e0008,120.11988734262589,0.05333333333333334,0.8074701005970545,0.0,0.2094790566091564,0.32425085350436145,0.9166202,False,False,D<theta,4.0,0.8
svrp_004_e0009,127.7823590356195,0.06666666666666667,0.8301664296964211,0.0,0.21897926411762297,0.31618886174692606,0.9090994,False,False,D<theta,10.0,0.4
svrp_004_e0010,136.278077353962,0.175,0.7368357123086057,0.0,0.2481965959859951,0.30826936144004713,0.913465,False,False,D<theta,15.0,0.7
svrp_004_e0011,136.56534990434687,0.175,0.8004923306498258,0.0,0.26070403568376144,0.308018813822578,0.9064086,False,False,D<theta,15.0,0.7
svrp_004_e0012,145.2182584965796,0.024999999999999998,0.9442635707244135,0.0,0.23524927325978448,0.300956570204302,0.9464262,False,False,D<theta,5.0,0.3
svrp_004_e0013,149.08799360625324,0.175,0.5537291497430692,0.0,0.19695534191069294,0.2980829516469666,0.871745,False,False,D<theta,15.0,0.7
svrp_004_e0014,156.14895543781023,0.175,0.7114120800202537,0.0,0.24900528382510148,0.2932506927762341,0.9383925,False,False,D<theta,15.0,0.7
svrp_004_e0015,156.77759576297143,0.175,0.8399973365699649,0.0,0.2637044212816403,0.29284477267354686,0.8864034000000001,False,False,D<theta,15.0,0.7
svrp_004_e0016,163.29358318363737,0.02666666666666667,0.7220239676062272,0.0,0.17781420177120627,0.2888552745639449,0.9173278,False,False,D<theta,2.0,0.8
svrp_004_e0017,197.0767762370212,0.2,0.7477680664083829,0.0,0.24971536452460957,0.2734084235699836,0.8702642,False,False,D<theta,15.0,0.8
svrp_004_e0018,203.14667905275473,0.175,0.7558797071607712,0.0,0.24008054032117743,0.27137126786931876,0.8683785,False,False,D<theta,15.0,0.7
svrp_004_e0019,206.236566574033,0.32999999999999996,0.8252303286723954,0.0,0.32641853767567763,0.2704033496143633,0.8791055,True,True,D>=theta,22.0,0.9
svrp_004_e0020,209.6311806518819,0.02,0.9113477866862524,0.0,0.2251109813823131,0.677659950492004,0.9464929,False,False,D<theta,2.0,0.6
svrp_004_e0021,210.31163565813375,0.04666666666666666,0.7458092738123833,0.0,0.1863376997006082,0.6733171012319644,0.888229,False,False,D<theta,4.0,0.7
svrp_004_e0022,226.3341554140916,0.2125,0.8314750877096972,0.0,0.2775649903213703,0.5828805610659846,0.8836307,False,False,D<theta,15.0,0.85
svrp_004_e0023,256.9884831642,0.049999999999999996,0.8507652507200247,0.0,0.2071377107359176,0.4601809515867257,0.8714568,False,False,D<theta,5.0,0.6
svrp_004_e0024,258.49522262373927,0.09999999999999999,0.8163511987210528,0.0,0.21937772926446134,0.4554839116407525,0.8633934,False,False,D<theta,10.0,0.6
svrp_004_e0025,270.8339476284609,0.02333333333333333,0.877979691046694,0.0,0.2006405157105534,0.42076474805774544,0.8679665,False,False,D<theta,2.0,0.7
svrp_004_e0026,275.84447350764117,0.024999999999999998,0.8479945311673613,0.0,0.19477029933891205,0.40840087110417417,0.867579,False,False,D<theta,5.0,0.3
svrp_004_e0027,285.16691950601046,0.175,0.7663937068326858,0.0,0.2643762079780568,0.3877295925753555,0.9472508000000001,False,False,D<theta,15.0,0.7
svrp_004_e0028,317.82697542928133,0.175,0.7254960373138007,0.0,0.25080142769223096,0.3343851509857594,0.9327842000000001,False,False,D<theta,15.0,0.7
svrp_004_e0029,324.6998470660656,0.175,0.8469091326817777,0.0,0.25478661560580806,0.326119035790712,0.8514819,False,False,D<theta,15.0,0.7
svrp_004_e0030,325.7983162980536,1.0,0.6578081071290514,0.0,0.61185998441042,0.3248750958751361,0.920849,True,True,D>=theta,120.0,1.0
svrp_004_e0031,335.1107984656127,0.02666666666666667,0.9247998629343582,0.0,0.2299239994607883,0.641333583211896,0.9402564,False,False,D<theta,2.0,0.8
svrp_004_e0032,338.02063345784063,0.175,0.8331159103801947,0.0,0.263785216302343,0.6246202421918383,0.8918322000000001,False,False,D<theta,15.0,0.7
svrp_004_e0033,339.2332772611954,0.024999999999999998,0.8863078703493483,0.0,0.21481833189448246,0.617867628507641,0.9177252,False,False,D<theta,5.0,0.3
svrp_004_e0034,353.16164610695006,0.04000000000000001,0.7054873319235162,0.0,0.17583306732320936,0.5485082693998233,0.8954088,False,False,D<theta,3.0,0.8
svrp_004_e0035,387.8298346479557,0.024999999999999998,0.8229774040705441,0.0,0.1992187032977577,0.4274652486538566,0.9128241,False,False,D<theta,5.0,0.3
svrp_004_e0036,397.85237285395044,0.2,0.7989688507952803,0.0,0.27768793004397263,0.4026941245531803,0.9264225,False,False,D<theta,15.0,0.8
svrp_004_e0037,398.09640207411707,0.175,0.7687770081423252,0.0,0.2534525261962722,0.4021362188437524,0.9061771000000001,False,False,D<theta,15.0,0.7
svrp_004_e0038,409.8501303603188,0.175,0.7135262779937644,0.0,0.250457540358424,0.37754514391223226,0.9419891,False,False,D<theta,15.0,0.7
svrp_004_e0039,441.5542690643916,0.12,0.9354657201222104,0.0,0.2622807551449357,0.3292738482095955,0.8925169000000001,False,False,D<theta,9.0,0.8
svrp_004_e0040,456.0380973590812,0.016666666666666666,0.914979567365721,0.0,0.2061777575071776,0.31379347209457037,0.8696613,False,False,D<theta,5.0,0.2
