event_id,timestamp,affected_type,affected_id,true_delay,true_probability,severity_class,message
sol_r101_e0000,3.7301443481115104,edge,"(41, 42)",1.5150504078612699,0.416490355686054,mild,"slight delay at the crosswalk, nothing serious"
sol_r101_e0001,5.494126407831734,edge,"(66, 64)",60.79618841711947,1.0,severe,"huge protest on Main Street, traffic at a standstill for 61 minutes"
sol_r101_e0002,8.894871686923853,edge,"(5, 24)",1.6487006792633165,0.5466749351684203,mild,stuck behind a garbage truck for a minute or two
sol_r101_e0003,9.167074620695681,edge,"(5, 20)",84.22597249006147,1.0,severe,"road completely blocked by a landslide, rerouting required"
sol_r101_e0004,12.293458390388194,edge,"(8, 69)",2.6916953920664457,0.9768855020541435,mild,"slight delay at the crosswalk, nothing serious"
sol_r101_e0005,16.13684451820915,edge,"(36, 92)",0.9143542705175124,0.7214059867218446,mild,"slow traffic at the junction, about 1 minutes late"
sol_r101_e0006,16.412225776261113,edge,"(10, 60)",1.9844952540848546,0.5033604934695769,mild,"minor congestion, moving slowly but flowing"
sol_r101_e0007,24.727305063183167,edge,"(40, 67)",2.5773250043384714,0.5761658702217924,mild,"slow traffic at the junction, about 3 minutes late"
sol_r101_e0008,24.92289558915398,edge,"(32, 22)",1.414990503467217,0.29809306612607195,mild,"slow traffic at the junction, about 1 minutes late"
sol_r101_e0009,29.469252917265354,edge,"(0, 11)",2.3921633261426183,0.6172247092785565,mild,"minor congestion, moving slowly but flowing"
sol_r101_e0010,30.712732693895152,edge,"(39, 0)",37.89458488407065,1.0,severe,"fire trucks blocking the whole intersection, no way through"
sol_r101_e0011,32.35105428907248,edge,"(60, 23)",1.467176339021281,0.7557970450805308,mild,"minor congestion, moving slowly but flowing"
sol_r101_e0012,33.298773267537584,edge,"(70, 15)",2.801028459583046,0.808402123656165,mild,"slight delay at the crosswalk, nothing serious"
sol_r101_e0013,33.896251826100645,edge,"(13, 74)",2.848542169611204,0.20852573162998891,mild,"minor congestion, moving slowly but flowing"
sol_r101_e0014,34.157892398378515,edge,"(63, 21)",3.1369330305090166,0.8389679555670575,mild,"slight delay at the crosswalk, nothing serious"
sol_r101_e0015,35.140153597145876,edge,"(89, 17)",77.1202607417129,1.0,severe,"huge protest on Main Street, traffic at a standstill for 77 minutes"
