event_id,timestamp,U,S,R,D,theta,confidence,trigger,solver_called,reason,severity_minutes,delay_probability
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0000,11.1742150254297,0.2,0.6421442725574574,0.0,0.22996935133869062,0.6305563866984784,0.8826776000000001,False,False,D<theta,15.0,0.8
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0001,16.458491717374194,1.0,0.8468757244381682,0.0,0.6621084918446583,0.6015564187845577,0.9302949,True,True,D>=theta,61.0,1.0
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0002,26.645941705611023,1.0,0.8980435210501305,0.0,0.6760822545909682,0.6362310760401173,0.9331568,True,True,D>=theta,120.0,1.0
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0003,27.461367015910106,1.0,0.8465488794045366,0.0,0.6361393425422394,0.6945294038278002,0.8939096,True,True,safety_U,120.0,1.0
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0004,36.82692535207594,0.175,0.9246295533950905,0.0,0.2960669375795184,0.641022149892341,0.9291074,False,False,D<theta,15.0,0.7
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0005,48.340373361070014,0.10666666666666667,0.7978988346059883,0.0,0.22950136522459852,0.5790015584179957,0.9078088,False,False,D<theta,8.0,0.8
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0006,49.16531982540829,0.3,0.8914076524045482,0.0,0.3408108839487909,0.5749555132399542,0.914065,False,False,D<theta,20.0,0.9
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0007,74.07440516753566,0.9,0.921982848709263,0.0,0.6226377891417214,0.4736432191714739,0.9149768,True,True,D>=theta,120.0,0.9
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0008,74.66032635185692,0.09333333333333334,0.7038907367240498,0.0,0.1923327250610844,0.6960623609481825,0.8638757,False,False,D<theta,7.0,0.8
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0009,88.27963156519925,0.39,0.9483579509016445,0.0,0.38395549655387823,0.6136417525838413,0.8886018,False,False,D<theta,26.0,0.9
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0010,92.00466446127722,0.45,0.913347775661725,0.0,0.4189758169144172,0.5938803212019512,0.924204,False,False,D<theta,30.0,0.9
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0011,96.91250610943887,0.15,0.8099751176354223,0.0,0.2490047417989557,0.5694740559978317,0.8973345,False,False,D<theta,15.0,0.6
