event_id,trigger,solver_called
syn_n100_002_e0000,False,False
syn_n100_002_e0001,False,False
syn_n100_002_e0002,True,True
syn_n100_002_e0003,False,False
syn_n100_002_e0004,False,False
syn_n100_002_e0005,False,False
syn_n100_002_e0006,False,False
syn_n100_002_e0007,False,False
syn_n100_002_e0008,False,False
syn_n100_002_e0009,False,False
syn_n100_002_e0010,False,False
syn_n100_002_e0011,False,False
syn_n100_002_e0012,False,False
syn_n100_002_e0013,False,False
syn_n100_002_e0014,True,True
syn_n100_002_e0015,False,False
syn_n100_002_e0016,False,False
syn_n100_002_e0017,False,False
syn_n100_002_e0018,False,False
syn_n100_002_e0019,False,False
syn_n100_002_e0020,True,True
syn_n100_002_e0021,False,False
syn_n100_002_e0022,False,False
syn_n100_002_e0023,False,False
syn_n100_002_e0024,False,False
syn_n100_002_e0025,False,False
syn_n100_002_e0026,False,False
syn_n100_002_e0027,False,False
syn_n100_002_e0028,False,False
syn_n100_002_e0029,False,False
syn_n100_002_e0030,False,False
syn_n100_002_e0031,False,False
syn_n100_002_e0032,False,False
syn_n100_002_e0033,True,True
syn_n100_002_e0034,False,False
syn_n100_002_e0035,False,False
syn_n100_002_e0036,False,False
syn_n100_002_e0037,False,False
syn_n100_002_e0038,False,False
syn_n100_002_e0039,False,False
syn_n100_002_e0040,False,False
syn_n100_002_e0041,False,False
syn_n100_002_e0042,True,True
syn_n100_002_e0043,False,False
syn_n100_002_e0044,False,False
syn_n100_002_e0045,False,False
syn_n100_002_e0046,False,False
syn_n100_002_e0047,False,False
syn_n100_002_e0048,False,False
syn_n100_002_e0049,False,False
