event_id,trigger,solver_called,runtime
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0000,True,True,30.00112869311124
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0001,True,True,30.00109659228474
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0002,True,True,30.000756030902267
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0003,True,True,30.00147266779095
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0004,True,True,30.001269950997084
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0005,True,True,30.001277800649405
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0006,True,True,30.000953718088567
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0007,True,True,30.000871878117323
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0008,True,True,30.001180721912533
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0009,True,True,30.001693358179182
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0010,True,True,30.00154591491446
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0011,True,True,30.00123325875029
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0012,True,True,30.0011834660545
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0013,True,True,30.00056691840291
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0014,True,True,30.00022887205705
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0015,True,True,30.000712065026164
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0016,True,True,30.000771155115217
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0017,True,True,30.000427285209298
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0018,True,True,30.000850541051477
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0019,True,True,30.001457134261727
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0020,True,True,30.000758919864893
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0021,True,True,30.001542846672237
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0022,True,True,30.000160195864737
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0023,True,True,30.001236557029188
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0024,True,True,30.001873738132417
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0025,True,True,30.00197652587667
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0026,True,True,30.00048187142238
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0027,True,True,30.00038622599095
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0028,True,True,30.000514717772603
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0029,True,True,30.001000631134957
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0030,True,True,30.001236614771187
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0031,True,True,30.000652954913676
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0032,True,True,30.00119708199054
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0033,True,True,30.001018662005663
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0034,True,True,30.00012090615928
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0035,True,True,30.00138513185084
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0036,True,True,30.00095125194639
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0037,True,True,30.001122689340264
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0038,True,True,30.00217249803245
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0039,True,True,30.001266117207706
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0040,True,True,30.001652721781284
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0041,True,True,30.000248447991908
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0042,True,True,30.00087165320292
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0043,True,True,30.000689955893904
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0044,True,True,30.000466596800834
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0045,True,True,30.000862456858158
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0046,True,True,30.000577301252633
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0047,True,True,30.001167146023363
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0048,True,True,30.00116547010839
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0049,True,True,30.000484977848828
enrips_ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20_e0050,True,True,30.00017866306007
