event_id,timestamp,U,S,R,D,theta,trigger,solver_called,severity_minutes,delay_probability
sol_r104_e0000,0.2746041138193289,0.024999999999999998,0.9422789412660472,0.0,0.2480697353165118,0.6981502344962092,False,False,5.0,0.3
sol_r104_e0001,0.8461827902778696,0.049999999999999996,0.7942351068029769,0.0,0.22355877670074423,0.6943243620671228,False,False,5.0,0.6
sol_r104_e0002,11.474312932476266,1.0,0.8923222501802838,0.0,0.7230805625450709,0.6288471739410196,True,True,120.0,1.0
sol_r104_e0003,14.38901531060978,0.02,0.7975671507368215,0.0,0.20939178768420538,0.6807496432031701,False,False,2.0,0.6
sol_r104_e0004,14.431540510342094,0.041666666666666664,0.8737818046114265,0.0,0.23927878448618997,0.6804749650988655,False,False,5.0,0.5
sol_r104_e0005,15.718913626417251,0.02666666666666667,0.739665996399682,0.0,0.19824983243325384,0.6722419843638667,False,False,2.0,0.8
sol_r104_e0006,16.174366634339542,0.049999999999999996,0.9559459814359421,0.0,0.26398649535898555,0.6693671449745178,False,False,10.0,0.3
sol_r104_e0007,16.599322601293927,0.02333333333333333,0.8626466911219773,0.0,0.227328339447161,0.6667024582470997,False,False,2.0,0.7
sol_r104_e0008,19.85209715521185,0.02666666666666667,0.7224609682462587,0.0,0.19394857539489802,0.6468589069562894,False,False,2.0,0.8
sol_r104_e0009,20.269750430786775,0.6,0.8097769787378626,0.0,0.5024442446844657,0.6443804372833313,False,False,36.0,1.0
sol_r104_e0010,20.901065723373527,0.024999999999999998,0.7366881248357493,0.0,0.19667203120893734,0.6406633887652091,False,False,5.0,0.3
sol_r104_e0011,21.007987642075353,0.075,0.7539433736031276,1.0,0.47598584340078187,0.640037333755529,False,False,15.0,0.3
sol_r104_e0012,25.411902249348653,0.041666666666666664,0.8484099845377102,0.0,0.2329358294677609,0.6151045471113868,False,False,5.0,0.5
sol_r104_e0013,25.971951083557347,0.06666666666666667,0.8482262663829607,0.0,0.2453898999290735,0.6120502486065401,False,False,10.0,0.4
sol_r104_e0014,27.696156188877353,0.024999999999999998,0.7744484079140261,0.0,0.20611210197850655,0.6028065655934914,False,False,5.0,0.3
sol_r104_e0015,28.323583018920385,1.0,0.7427082830141036,0.0,0.6856770707535259,0.5995017369472628,True,True,98.0,1.0
sol_r104_e0016,28.44295751039548,0.02666666666666667,0.8411896474028867,0.0,0.223630745184055,0.6991949431720191,False,False,2.0,0.8
