event_id,timestamp,affected_type,affected_id,true_delay,true_probability,severity_class,message
svrp_008_e0000,7.726997943014879,edge,"(40, 75)",3.0673184477080118,0.41058449741043535,mild,"slight delay at the crosswalk, nothing serious"
svrp_008_e0001,15.631248354783622,edge,"(88, 30)",6.421306098386023,0.3598580976784637,medium,double-parked van blocking half the lane
svrp_008_e0002,28.901251425214216,edge,"(1, 86)",2.3960962426194787,0.5094416806472948,mild,stuck behind a garbage truck for a minute or two
svrp_008_e0003,44.121737504616334,edge,"(50, 55)",1.3270982345307059,0.5743495102485657,mild,stuck behind a garbage truck for a minute or two
svrp_008_e0004,83.23007147169602,edge,"(47, 42)",4.555773968711588,0.4530795236391134,mild,"slight delay at the crosswalk, nothing serious"
svrp_008_e0005,86.89230365326951,edge,"(5, 72)",2.0740537439217053,0.21680478017374166,mild,"slow traffic at the junction, about 2 minutes late"
svrp_008_e0006,97.99011508102333,edge,"(1, 86)",47.404401438482175,0.8323109132361526,severe,"huge protest on Main Street, traffic at a standstill for 47 minutes"
svrp_008_e0007,101.5284098706151,edge,"(42, 24)",6.436400260594851,0.688351158957339,medium,"heavier than usual traffic on this stretch, expect ~6 min delay"
svrp_008_e0008,110.20938628386467,edge,"(54, 41)",2.9590400276724123,0.6294953712753244,mild,"slow traffic at the junction, about 3 minutes late"
svrp_008_e0009,121.27215925719534,edge,"(42, 96)",8.426671543860627,0.368806870230845,medium,double-parked van blocking half the lane
svrp_008_e0010,140.1959855351796,edge,"(48, 98)",6.758294294027799,0.5596654026057377,medium,"school zone congestion, queues forming"
svrp_008_e0011,160.5106471488277,edge,"(1, 7)",12.522565913576507,0.8572454174289007,medium,double-parked van blocking half the lane
svrp_008_e0012,166.72947410786443,edge,"(15, 34)",104.88302273117401,1.0,severe,"fire trucks blocking the whole intersection, no way through"
svrp_008_e0013,172.6463908179218,edge,"(5, 94)",2.5080825306504893,0.8805503696121343,mild,"minor congestion, moving slowly but flowing"
svrp_008_e0014,180.62816308806748,edge,"(73, 8)",6.9125817348137595,0.563224763345328,medium,"school zone congestion, queues forming"
svrp_008_e0015,181.36076600144878,edge,"(77, 46)",2.9857947317373053,0.8906674802214952,mild,"minor congestion, moving slowly but flowing"
svrp_008_e0016,207.94264667541785,edge,"(7, 16)",9.008847069198776,0.4015034072260323,medium,"heavier than usual traffic on this stretch, expect ~9 min delay"
svrp_008_e0017,213.4644736985689,edge,"(46, 36)",4.242705248063024,0.9941325554335336,mild,"slight delay at the crosswalk, nothing serious"
svrp_008_e0018,229.01894375565516,edge,"(34, 63)",10.464892850612838,0.5738430983494806,medium,"construction work narrowing the lanes, slow but moving"
svrp_008_e0019,234.27017661593032,edge,"(45, 14)",4.213061698867578,0.39623775283675694,mild,"minor congestion, moving slowly but flowing"
svrp_008_e0020,241.71628623370202,edge,"(76, 57)",5.038487311346892,0.5821603589807957,medium,"construction work narrowing the lanes, slow but moving"
svrp_008_e0021,245.7807462215651,edge,"(61, 28)",1.9620402872530165,0.45586853648393993,mild,"slow traffic at the junction, about 2 minutes late"
svrp_008_e0022,307.63658162493516,edge,"(92, 53)",3.9077456152357577,0.9093216282622734,mild,"slight delay at the crosswalk, nothing serious"
svrp_008_e0023,308.59198584170184,edge,"(56, 21)",4.41933129809021,0.9719815395439078,mild,"slight delay at the crosswalk, nothing serious"
svrp_008_e0024,309.96358797714953,edge,"(47, 30)",6.181903450399676,0.259954261622379,medium,double-parked van blocking half the lane
svrp_008_e0025,361.0511730095904,edge,"(55, 38)",4.104316635709108,0.668913884144667,mild,stuck behind a garbage truck for a minute or two
