event_id,timestamp,U,S,R,D,theta,confidence,trigger,solver_called,reason,severity_minutes,delay_probability
syn_n100_002_e0000,5.005161360723491,0.024999999999999998,0.7454916040617725,0.0,0.18001754250997784,0.6674522482721563,0.9051889,False,False,D<theta,5.0,0.3
syn_n100_002_e0001,16.30301622325259,0.049999999999999996,0.9419054955166292,0.0,0.2454975497610494,0.6023772516768546,0.9424945,False,False,D<theta,10.0,0.3
syn_n100_002_e0002,54.44437957872802,1.0,0.8821180172700979,0.0,0.6834246125925363,0.44885618779717856,0.9485033,True,True,D>=theta,120.0,1.0
syn_n100_002_e0003,72.99369117979482,0.02333333333333333,0.6903542420883197,0.0,0.16487072971444539,0.5907019025018593,0.8947954,False,False,D<theta,2.0,0.7
syn_n100_002_e0004,77.60442916100786,0.024999999999999998,0.8591140284475065,0.0,0.20334212566697227,0.5679349617393088,0.8946826,False,False,D<theta,5.0,0.3
syn_n100_002_e0005,86.75685712650888,0.04000000000000001,0.8073159450744768,0.0,0.19384120018038417,0.5271504278317518,0.8738317,False,False,D<theta,3.0,0.8
syn_n100_002_e0006,104.38819018069236,0.08333333333333333,0.6474323910942836,0.0,0.1853129411161198,0.462744182703405,0.9105179,False,False,D<theta,10.0,0.5
syn_n100_002_e0007,107.39722834476598,0.10666666666666667,0.7370175559596022,0.0,0.2107811985477203,0.4533553316873916,0.8871721,False,False,D<theta,8.0,0.8
syn_n100_002_e0008,125.23004371734494,0.011666666666666665,0.6359085200307492,0.0,0.1462968425246264,0.40562707814704313,0.8876672,False,False,D<theta,1.0,0.7
syn_n100_002_e0009,129.06828404567497,0.06666666666666667,0.8880810450510592,0.0,0.23343879161282857,0.3969201167733398,0.9141786000000001,False,False,D<theta,10.0,0.4
syn_n100_002_e0010,135.84918545438097,0.2,0.7279652222709729,0.0,0.26285213267190216,0.3827112206961367,0.9321285,False,False,D<theta,15.0,0.8
syn_n100_002_e0011,143.51099925328748,0.15,0.7715326309817723,0.0,0.2514891103161586,0.3683029003566245,0.9388015000000001,False,False,D<theta,15.0,0.6
syn_n100_002_e0012,146.15418930488352,0.024999999999999998,0.8338795425711514,0.0,0.1892405545994772,0.36370421108431783,0.8564088000000001,False,False,D<theta,5.0,0.3
syn_n100_002_e0013,157.44246576639537,0.38333333333333336,0.8060899817524486,0.0,0.35164636799343635,0.34599309770237163,0.894344,True,True,D>=theta,23.0,1.0
syn_n100_002_e0014,158.77994613686852,0.45,0.9014922416520034,0.0,0.384690833431593,0.6910619656293843,0.8541604,False,False,D<theta,30.0,0.9
syn_n100_002_e0015,169.68472921780028,0.175,0.8223806781070897,0.0,0.2702065177624351,0.6245081746887069,0.9219071,False,False,D<theta,15.0,0.7
syn_n100_002_e0016,169.7810155945203,0.02666666666666667,0.7096944888491263,0.0,0.17985372670762534,0.6239676645829706,0.9428423,False,False,D<theta,2.0,0.8
syn_n100_002_e0017,172.34621196751252,0.024999999999999998,0.8325055854964255,0.0,0.20810077397275925,0.6098514796320391,0.943227,False,False,D<theta,5.0,0.3
syn_n100_002_e0018,177.23782146043877,0.02333333333333333,0.6910245976999458,1.0,0.4114087461018185,0.5843931001094613,0.9470238,True,True,safety_R,2.0,0.7
syn_n100_002_e0019,191.32618148412257,0.1,0.8095390839171428,0.0,0.21954544888006786,0.6142797740406433,0.8698839,False,False,D<theta,15.0,0.4
syn_n100_002_e0020,197.79260507316732,0.9,0.8782388016663489,0.0,0.6025353013735458,0.5806055022832489,0.8998978,True,True,D>=theta,120.0,0.9
syn_n100_002_e0021,207.29120215006546,0.02333333333333333,0.7693859690170026,0.0,0.18704687378952475,0.6402426115507333,0.9168373000000001,False,False,D<theta,2.0,0.7
syn_n100_002_e0022,222.52016975803568,0.2,0.7393823673413055,0.0,0.24497626706820105,0.5605466440552191,0.8600318,False,False,D<theta,15.0,0.8
syn_n100_002_e0023,236.13782354350158,0.024999999999999998,0.9169029407731593,0.0,0.22039302812873218,0.5031720521717712,0.9117483000000001,False,False,D<theta,5.0,0.3
syn_n100_002_e0024,240.85247007206127,0.175,0.9082153722701088,0.0,0.2932006699847312,0.48588622888252586,0.9321160000000001,False,False,D<theta,15.0,0.7
syn_n100_002_e0025,265.7264959228734,0.02333333333333333,0.7802282993779497,0.0,0.17716067537462357,0.4124287136061876,0.8569924,False,False,D<theta,2.0,0.7
syn_n100_002_e0026,275.20917414932416,0.024999999999999998,0.6070793906740748,0.0,0.14086300422026193,0.39089276183130084,0.8575098,False,False,D<theta,5.0,0.3
syn_n100_002_e0027,279.16006343971856,0.175,0.8035899657602933,0.0,0.2591515055896235,0.382785588027794,0.8985914,False,False,D<theta,15.0,0.7
syn_n100_002_e0028,289.16982344382126,0.175,0.7442939487376676,0.0,0.2405297767481035,0.3642728839879018,0.8792145,False,False,D<theta,15.0,0.7
syn_n100_002_e0029,297.86417175680856,0.175,0.8161281850887279,0.0,0.26976017067773383,0.35030084127397637,0.9253191000000001,False,False,D<theta,15.0,0.7
syn_n100_002_e0030,309.9787176010999,0.013333333333333334,0.7156284720432353,0.0,0.15996300645743564,0.3336344816386847,0.8619914,False,False,D<theta,1.0,0.8
syn_n100_002_e0031,323.1612086479119,0.08000000000000002,0.793736821307416,0.0,0.2034640856986472,0.31862922944196653,0.8533343,False,False,D<theta,6.0,0.8
syn_n100_002_e0032,324.7995444245328,0.2,0.879411702891267,0.0,0.28088194929687105,0.31696321859764837,0.8781597,False,False,D<theta,15.0,0.8
syn_n100_002_e0033,337.9205429921297,0.45,0.7036799318390143,0.0,0.37302713781327934,0.3049997430817103,0.9304279,True,True,D>=theta,30.0,0.9
syn_n100_002_e0034,349.60382858973963,0.05333333333333334,0.971846875523806,0.0,0.23376468258051258,0.627661502654266,0.8669884,False,False,D<theta,4.0,0.8
syn_n100_002_e0035,351.88455319451066,0.024999999999999998,0.7525681044918953,0.0,0.1871766989794297,0.6149598799984612,0.9328888,False,False,D<theta,5.0,0.3
syn_n100_002_e0036,354.2948891283129,0.024999999999999998,0.7705169270340386,0.0,0.19444558854544708,0.6020004277237391,0.9479175,False,False,D<theta,5.0,0.3
syn_n100_002_e0037,359.0235329453609,0.175,0.7016579676645781,0.0,0.22627428136807434,0.5778980488746601,0.8606383,False,False,D<theta,15.0,0.7
