event_id,trigger,solver_called,runtime
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0000,True,True,30.000975320115685
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0001,True,True,30.00107898330316
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0002,True,True,30.001613422762603
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0003,True,True,30.001201931852847
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0004,True,True,30.00250149704516
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0005,True,True,30.001211303751916
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0006,True,True,30.0016607507132
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0007,True,True,30.00100374268368
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0008,True,True,30.001349872909486
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0009,True,True,30.000547958072275
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0010,True,True,30.000551189295948
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0011,True,True,30.001766366884112
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0012,True,True,30.00120474398136
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0013,True,True,30.0020428779535
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0014,True,True,30.002023991197348
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0015,True,True,30.001643906813115
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0016,True,True,30.00063922908157
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0017,True,True,30.00148325273767
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0018,True,True,30.000602504238486
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0019,True,True,30.001048618927598
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0020,True,True,30.001426700968295
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0021,True,True,30.003826490137726
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0022,True,True,30.001111573074013
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0023,True,True,30.000992101617157
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0024,True,True,30.00110253598541
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0025,True,True,30.000919837970287
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0026,True,True,30.00137868290767
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0027,True,True,30.001499493140727
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0028,True,True,30.001375350169837
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0029,True,True,30.001220611855388
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0030,True,True,30.00068432185799
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0031,True,True,30.00060044415295
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0032,True,True,30.000601458828896
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0033,True,True,30.00101114111021
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0034,True,True,30.00121609820053
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0035,True,True,30.001470300834626
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0036,True,True,30.001167469192296
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0037,True,True,30.001025748904794
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0038,True,True,30.000404873862863
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0039,True,True,30.00062011787668
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0040,True,True,30.00448603183031
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0041,True,True,30.004999291151762
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0042,True,True,30.001128857024014
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0043,True,True,30.00055512599647
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0044,True,True,30.00184232601896
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0045,True,True,30.00123426411301
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0046,True,True,30.000383138656616
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0047,True,True,30.000882938038558
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0048,True,True,30.000390694011003
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0049,True,True,30.000722629018128
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0050,True,True,30.000433249864727
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0051,True,True,30.001123683992773
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0052,True,True,30.000994449015707
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0053,True,True,30.00077420612797
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0054,True,True,30.001091124955565
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0055,True,True,30.0010188492015
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0056,True,True,30.000831114128232
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0057,True,True,30.001837112009525
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0058,True,True,30.001286637969315
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0059,True,True,30.004295632243156
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0060,True,True,30.001236990094185
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0061,True,True,30.001281531061977
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0062,True,True,30.000426700804383
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0063,True,True,30.00272056274116
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0064,True,True,30.000210050027817
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0065,True,True,30.000396168790758
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0066,True,True,30.001144758891314
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0067,True,True,30.001066295895725
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0068,True,True,30.000178860966116
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0069,True,True,30.00093453284353
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0070,True,True,30.00125679001212
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0071,True,True,30.001693923026323
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0072,True,True,30.000779059249908
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0073,True,True,30.000816432759166
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0074,True,True,30.000763083808124
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0075,True,True,30.000193536281586
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0076,True,True,30.000691968016326
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0077,True,True,30.0003495500423
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0078,True,True,30.001033226959407
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0079,True,True,30.000085449777544
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0080,True,True,30.00080263800919
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0081,True,True,30.000515630003065
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0082,True,True,30.00014166114852
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0083,True,True,30.000522915739566
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0084,True,True,30.000973525922745
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0085,True,True,30.001521843019873
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0086,True,True,30.000641863793135
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0087,True,True,30.001219706609845
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0088,True,True,30.001188489142805
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0089,True,True,30.00055867480114
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0090,True,True,30.001236763317138
