event_id,trigger,solver_called,runtime
svrp_003_e0000,True,True,30.01093976898119
svrp_003_e0001,True,True,30.000194516964257
svrp_003_e0002,True,True,29.999959259759635
svrp_003_e0003,True,True,30.000796179287136
svrp_003_e0004,True,True,30.000879367813468
svrp_003_e0005,True,True,30.000895196106285
svrp_003_e0006,True,True,30.018955739215016
svrp_003_e0007,True,True,30.00141177792102
svrp_003_e0008,True,True,30.001179995946586
svrp_003_e0009,True,True,29.999957001768053
svrp_003_e0010,True,True,29.99995957966894
svrp_003_e0011,True,True,30.000328813213855
svrp_003_e0012,True,True,30.000183959957212
svrp_003_e0013,True,True,30.000825259368867
svrp_003_e0014,True,True,30.00090531213209
svrp_003_e0015,True,True,30.000844792928547
svrp_003_e0016,True,True,30.03738349303603
svrp_003_e0017,True,True,30.00072350166738
svrp_003_e0018,True,True,30.004465938080102
svrp_003_e0019,True,True,30.000595301855356
svrp_003_e0020,True,True,30.00139961298555
svrp_003_e0021,True,True,30.000013826880604
svrp_003_e0022,True,True,30.000958419870585
svrp_003_e0023,True,True,30.0004422692582
svrp_003_e0024,True,True,30.000491307117045
svrp_003_e0025,True,True,30.00090524367988
svrp_003_e0026,True,True,30.02562529873103
svrp_003_e0027,True,True,30.015188499819487
svrp_003_e0028,True,True,30.016962674912065
svrp_003_e0029,True,True,30.01857171440497
svrp_003_e0030,True,True,30.00097480462864
svrp_003_e0031,True,True,30.02417132910341
svrp_003_e0032,True,True,30.001191972754896
svrp_003_e0033,True,True,30.000722420867532
svrp_003_e0034,True,True,30.000263261143118
svrp_003_e0035,True,True,30.025704958010465
svrp_003_e0036,True,True,30.000621085055172
svrp_003_e0037,True,True,30.0181955229491
svrp_003_e0038,True,True,30.025055625941604
svrp_003_e0039,True,True,30.00086040329188
svrp_003_e0040,True,True,30.042898076120764
svrp_003_e0041,True,True,30.001023440156132
svrp_003_e0042,True,True,30.00065787183121
svrp_003_e0043,True,True,30.003609037958086
svrp_003_e0044,True,True,30.00129413791001
svrp_003_e0045,True,True,30.00121019501239
svrp_003_e0046,True,True,30.00192106096074
svrp_003_e0047,True,True,30.001045947894454
svrp_003_e0048,True,True,30.00011827610433
svrp_003_e0049,True,True,30.000905842054635
svrp_003_e0050,True,True,30.001376283355057
svrp_003_e0051,True,True,30.03126425901428
svrp_003_e0052,True,True,30.001835875678807
svrp_003_e0053,True,True,30.000270114745945
svrp_003_e0054,True,True,30.00032620690763
svrp_003_e0055,True,True,30.000286894850433
svrp_003_e0056,True,True,30.000749312806875
svrp_003_e0057,True,True,30.00058875977993
svrp_003_e0058,True,True,30.000488004181534
svrp_003_e0059,True,True,30.01023231400177
svrp_003_e0060,True,True,30.028667829930782
svrp_003_e0061,True,True,30.00037615094334
svrp_003_e0062,True,True,30.011820550076663
svrp_003_e0063,True,True,30.0000220942311
svrp_003_e0064,True,True,30.00669011240825
svrp_003_e0065,True,True,30.000372005160898
svrp_003_e0066,True,True,30.00041019776836
svrp_003_e0067,True,True,30.000608386006206
svrp_003_e0068,True,True,29.99994624685496
svrp_003_e0069,True,True,30.0001461179927
svrp_003_e0070,True,True,30.0015548071824
svrp_003_e0071,True,True,30.00149431778118
svrp_003_e0072,True,True,30.000243911053985
svrp_003_e0073,True,True,30.012154965195805
svrp_003_e0074,True,True,30.02754318714142
svrp_003_e0075,True,True,30.000468083191663
svrp_003_e0076,True,True,30.000812197569758
svrp_003_e0077,True,True,30.00093638105318
svrp_003_e0078,True,True,30.00127330981195
svrp_003_e0079,True,True,30.000537424348295
svrp_003_e0080,True,True,30.000508510041982
svrp_003_e0081,True,True,30.000352292321622
svrp_003_e0082,True,True,30.00042787194252
svrp_003_e0083,True,True,30.001126585062593
svrp_003_e0084,True,True,30.000640506856143
svrp_003_e0085,True,True,30.00008905865252
svrp_003_e0086,True,True,30.001314649824053
svrp_003_e0087,True,True,30.00084135401994
svrp_003_e0088,True,True,30.03208455676213
svrp_003_e0089,True,True,30.000170451123267
svrp_003_e0090,True,True,30.019364126957953
svrp_003_e0091,True,True,30.008444814942777
svrp_003_e0092,True,True,30.00292351329699
svrp_003_e0093,True,True,30.004514281172305
svrp_003_e0094,True,True,30.041346481069922
svrp_003_e0095,True,True,30.005687586031854
svrp_003_e0096,True,True,30.000464340206236
svrp_003_e0097,True,True,30.000812361948192
svrp_003_e0098,True,True,30.001129772979766
svrp_003_e0099,True,True,30.001539668999612
