event_id,timestamp,affected_type,affected_id,true_delay,true_probability,severity_class,message
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0000,3.391737547035728,edge,"(165, 10)",65.78643323223157,0.8166684791118421,severe,"fire trucks blocking the whole intersection, no way through"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0001,10.72851378222725,edge,"(83, 260)",106.17490265016593,0.78703514977379,severe,"huge protest on Main Street, traffic at a standstill for 106 minutes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0002,11.460049181300501,edge,"(55, 7)",74.47658403003636,0.9996735108068102,severe,"road completely blocked by a landslide, rerouting required"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0003,13.429420331469627,edge,"(151, 246)",19.2688583835467,0.43226160249522527,medium,"construction work narrowing the lanes, slow but moving"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0004,29.0060730785347,edge,"(133, 91)",64.90887637629578,0.9186931133135643,severe,"fire trucks blocking the whole intersection, no way through"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0005,44.40270697374751,edge,"(2, 126)",49.89598833939104,0.7459813516148811,severe,"major accident, police closed all lanes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0006,47.229677152190426,edge,"(238, 73)",101.50289767317659,0.6704574772872318,severe,"huge protest on Main Street, traffic at a standstill for 102 minutes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0007,49.23547077940268,edge,"(71, 282)",43.06322214728631,1.0,severe,"major accident, police closed all lanes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0008,62.562441324284315,edge,"(286, 276)",37.380797683686865,1.0,severe,"major accident, police closed all lanes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0009,66.5533119977185,edge,"(169, 293)",9.770522163853077,0.6847978939104902,medium,double-parked van blocking half the lane
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0010,70.97816528852188,edge,"(7, 107)",112.341389514568,0.8837653859347718,severe,"fire trucks blocking the whole intersection, no way through"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0011,71.127786408514,edge,"(63, 291)",44.01508895652702,0.8916304079416228,severe,"huge protest on Main Street, traffic at a standstill for 44 minutes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0012,75.63450963363522,edge,"(241, 97)",14.712633653876436,0.7796793713283745,medium,"school zone congestion, queues forming"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0013,77.64999666992355,edge,"(144, 72)",45.133014885977055,1.0,severe,"huge protest on Main Street, traffic at a standstill for 45 minutes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0014,81.32758095719284,edge,"(252, 253)",48.977830063857446,0.8514392738374656,severe,"fire trucks blocking the whole intersection, no way through"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0015,81.65499779321428,edge,"(296, 161)",111.76505553115354,0.8160478470083536,severe,"huge protest on Main Street, traffic at a standstill for 112 minutes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0016,85.0487412414778,edge,"(246, 288)",14.980855943760794,0.4133701556826279,medium,"heavier than usual traffic on this stretch, expect ~15 min delay"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0017,102.6441542901152,edge,"(256, 277)",59.99592815037751,0.7568108725814819,severe,"fire trucks blocking the whole intersection, no way through"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0018,105.8055620066431,edge,"(81, 107)",54.864127096490236,0.9001312691621187,severe,"road completely blocked by a landslide, rerouting required"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0019,107.41487842397551,edge,"(164, 29)",223.4952228628837,0.8929406119937291,severe,"huge protest on Main Street, traffic at a standstill for 223 minutes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0020,109.18290658952182,edge,"(271, 42)",39.22780275130182,0.5362265750907639,severe,"road completely blocked by a landslide, rerouting required"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0021,109.53731023861133,edge,"(52, 29)",43.42972832693828,0.8656386824740772,severe,"major accident, police closed all lanes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0022,117.88237261150606,edge,"(206, 73)",87.2823152486275,0.5821159076903683,severe,"fire trucks blocking the whole intersection, no way through"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0023,133.84816831468748,edge,"(173, 221)",7.087964743806989,0.5425689245331762,medium,"school zone congestion, queues forming"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0024,134.6329284498642,edge,"(248, 48)",13.156358583787508,1.0,medium,double-parked van blocking half the lane
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0025,141.05934772315672,edge,"(28, 254)",9.080944054342261,0.7441484317985375,medium,"construction work narrowing the lanes, slow but moving"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0026,143.6689966185631,edge,"(64, 202)",7.5811398407317085,0.7671038442399252,medium,"school zone congestion, queues forming"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0027,148.5244372427138,edge,"(73, 281)",79.02451223559439,1.0,severe,"huge protest on Main Street, traffic at a standstill for 79 minutes"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0028,165.534883036084,edge,"(268, 211)",59.27009971317668,1.0,severe,"road completely blocked by a landslide, rerouting required"
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0029,169.1145036802425,edge,"(29, 272)",84.68428811753517,0.8397754255556439,severe,"road completely blocked by a landslide, rerouting required"
