event_id,timestamp,U,S,R,D,theta,confidence,trigger,solver_called,reason,severity_minutes,delay_probability
sol_r105_e0000,1.0401328477576233,0.03333333333333333,0.8641571977337535,0.0,0.20712006148038156,0.6930335895346326,0.8900505000000001,False,False,D<theta,5.0,0.4
sol_r105_e0001,3.2900775598830236,0.08333333333333333,0.947215110916158,0.0,0.2571319504177742,0.678331067757928,0.9233725,False,False,D<theta,10.0,0.5
sol_r105_e0002,3.5144150822654874,0.02333333333333333,0.798633154009169,0.0,0.19152513821684503,0.6768921292175625,0.9063063,False,False,D<theta,2.0,0.7
sol_r105_e0003,4.1183555683173525,0.02333333333333333,0.8460233438961415,0.0,0.19673522017088133,0.6730423318098182,0.8815388000000001,False,False,D<theta,2.0,0.7
sol_r105_e0004,8.895195744083974,0.5,0.8190449202181664,0.0,0.3981744716286409,0.6437907380896828,0.8755682,False,False,D<theta,30.0,1.0
sol_r105_e0005,13.616830138615905,0.02333333333333333,0.9233959236514018,0.0,0.2209304696120079,0.6168654393997769,0.9109947,False,False,D<theta,2.0,0.7
sol_r105_e0006,14.483767660005064,0.08333333333333333,0.7591601319359835,0.0,0.2056826536957033,0.6121255836644107,0.8886442,False,False,D<theta,10.0,0.5
sol_r105_e0007,15.09887770568349,0.04000000000000001,0.7391381531946453,0.0,0.18330114530400218,0.6087997441737076,0.8950927000000001,False,False,D<theta,3.0,0.8
sol_r105_e0008,19.185815339447192,0.013333333333333334,0.86701111728194,0.0,0.20831041550699075,0.5874645111625185,0.9323737000000001,False,False,D<theta,1.0,0.8
sol_r105_e0009,20.409682345967006,0.1,0.8789515739406712,0.0,0.25241958782426743,0.581325855087353,0.9357958000000001,False,False,D<theta,15.0,0.4
sol_r105_e0010,21.76663735514671,0.024999999999999998,0.8224985991540774,0.0,0.20710390185795444,0.5746501115116676,0.9494750000000001,False,False,D<theta,5.0,0.3
sol_r105_e0011,21.812521165277627,0.06666666666666667,0.9035453569703216,0.0,0.22201921289634788,0.5744267456259353,0.8564906,False,False,D<theta,10.0,0.4
sol_r105_e0012,23.1945829543148,0.024999999999999998,0.8448533435764499,0.0,0.1901798477815981,0.5677703138920807,0.8501051000000001,False,False,D<theta,5.0,0.3
sol_r105_e0013,23.812665645443225,0.09999999999999999,0.8828293145685017,0.0,0.2390425570571917,0.5648378039383569,0.8830295,False,False,D<theta,10.0,0.6
sol_r105_e0014,24.940458160205804,0.024999999999999998,0.840600855472255,0.0,0.20993112001565817,0.5595565255053732,0.9428741,False,False,D<theta,5.0,0.3
sol_r105_e0015,25.040865989919045,0.08333333333333333,0.9340339195067396,0.0,0.23913518242542228,0.5590906479431077,0.869029,False,False,D<theta,10.0,0.5
sol_r105_e0016,26.081613980719858,0.013333333333333334,0.9360511291628454,0.0,0.21948873060214608,0.5543028349178456,0.9119546000000001,False,False,D<theta,1.0,0.8
sol_r105_e0017,31.47754064896866,0.024999999999999998,0.845980992670516,0.0,0.20576102698816726,0.530643301425165,0.9185955,False,False,D<theta,5.0,0.3
sol_r105_e0018,32.44703901537055,0.02333333333333333,0.7572377231443223,0.0,0.18695620587054101,0.5265915854866436,0.930241,False,False,D<theta,2.0,0.7
sol_r105_e0019,32.940562716685825,0.024999999999999998,0.8302259088512723,0.0,0.196796683616605,0.5245515781973349,0.8943008,False,False,D<theta,5.0,0.3
sol_r105_e0020,33.48275802078669,0.016666666666666666,0.8348426936303855,0.0,0.19122636168628807,0.5223277250294045,0.8810488000000001,False,False,D<theta,2.0,0.5
sol_r105_e0021,33.591441806507476,0.013333333333333334,0.9536889086449333,0.0,0.22411622053192706,0.521884122598895,0.9144283,False,False,D<theta,1.0,0.8
sol_r105_e0022,36.150594267528525,0.024999999999999998,0.797918926303677,0.0,0.20068451876673535,0.5116450119344738,0.9467156,False,False,D<theta,5.0,0.3
sol_r105_e0023,41.04677161650416,0.024999999999999998,0.6951970697684839,0.0,0.1595394828557824,0.4931177778710527,0.8563613,False,False,D<theta,5.0,0.3
sol_r105_e0024,41.28743139129169,0.08333333333333333,0.8519759779255032,0.0,0.21926929762925776,0.4922417299984818,0.8610254,False,False,D<theta,10.0,0.5
sol_r105_e0025,43.25819996843473,0.02333333333333333,0.6736671784824264,0.0,0.15885138709300406,0.4851855044152914,0.8820987,False,False,D<theta,2.0,0.7
sol_r105_e0026,44.058492296359354,0.024999999999999998,0.6158765046007009,0.0,0.14259518948012448,0.48237912522206905,0.8565864000000001,False,False,D<theta,5.0,0.3
sol_r105_e0027,45.54749408776556,0.175,0.8987236674762185,0.0,0.27946647961141236,0.47724646365171,0.8952068,False,False,D<theta,15.0,0.7
sol_r105_e0028,50.76403079773243,0.02,0.909711189775537,0.0,0.2112212057026409,0.46014276242145946,0.8896229,False,False,D<theta,2.0,0.6
sol_r105_e0029,51.8617811286077,0.02333333333333333,0.9086795289329574,0.0,0.20480515895294643,0.4567108311875639,0.8575118,False,False,D<theta,2.0,0.7
sol_r105_e0030,52.03723107538356,0.9,0.8454698464299415,0.0,0.6229334143110896,0.4561675353453925,0.941887,True,True,D>=theta,120.0,0.9
sol_r105_e0031,53.524641421590914,0.013333333333333334,0.9741700091672487,0.0,0.23660507125395427,0.6900711540426099,0.9456291,False,False,D<theta,1.0,0.8
sol_r105_e0032,53.989406732849545,0.024999999999999998,0.7575945675290048,0.0,0.1845958475134855,0.6870138761968682,0.9142996,False,False,D<theta,5.0,0.3
sol_r105_e0033,54.18309289588537,0.024999999999999998,0.8360316614944999,0.0,0.2039319489632655,0.6857460656557219,0.9206531,False,False,D<theta,5.0,0.3
sol_r105_e0034,56.407762919860076,0.04000000000000001,0.7131407991458727,0.0,0.18267329389536052,0.6714451359276821,0.9212654,False,False,D<theta,3.0,0.8
sol_r105_e0035,61.94504303404848,0.024999999999999998,0.7399371592602249,0.0,0.17635919784924986,0.6378545520078793,0.8930290000000001,False,False,D<theta,5.0,0.3
sol_r105_e0036,63.545865108617086,0.024999999999999998,0.8220182452055129,0.0,0.1930321388043054,0.6286521873560564,0.8854500000000001,False,False,D<theta,5.0,0.3
