event_id,trigger,solver_called,runtime
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0000,True,True,30.001154754310846
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0001,True,True,30.001220722217113
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0002,True,True,30.00082284817472
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0003,True,True,30.00051851803437
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0004,True,True,30.00114436633885
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0005,True,True,30.001722980756313
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0006,True,True,30.001013276167214
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0007,True,True,30.001306711230427
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0008,True,True,30.001667814794928
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0009,True,True,30.00147568900138
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0010,True,True,30.001120571047068
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0011,True,True,30.000657614320517
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0012,True,True,30.000044975895435
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0013,True,True,30.001253460068256
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0014,True,True,30.0008429386653
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0015,True,True,30.009672123007476
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0016,True,True,30.001341251656413
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0017,True,True,30.000873408280313
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0018,True,True,30.0008899779059
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0019,True,True,30.001003481913358
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0020,True,True,30.00169558916241
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0021,True,True,30.00099604902789
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0022,True,True,30.001457610633224
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0023,True,True,30.001140563748777
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0024,True,True,30.001289749983698
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0025,True,True,30.000879275146872
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0026,True,True,30.00077652791515
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0027,True,True,30.001071066129953
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0028,True,True,30.000383791979402
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0029,True,True,30.000543657224625
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0030,True,True,30.00010495306924
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0031,True,True,30.018075968138874
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0032,True,True,30.001200104597956
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0033,True,True,30.04994280030951
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0034,True,True,30.001108422875404
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0035,True,True,30.000992759130895
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0036,True,True,30.000616838224232
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0037,True,True,30.000897631049156
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0038,True,True,30.0010177209042
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0039,True,True,30.001145980786532
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0040,True,True,30.000782722141594
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0041,True,True,30.00070676021278
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0042,True,True,30.000833132769912
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0043,True,True,30.000832770951092
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0044,True,True,30.001803108025342
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0045,True,True,30.000004889909178
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0046,True,True,30.001680095214397
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0047,True,True,30.00105615099892
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0048,True,True,30.001637048088014
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0049,True,True,30.000409704167396
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0050,True,True,30.00097117992118
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0051,True,True,30.00035113794729
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0052,True,True,30.00088115176186
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0053,True,True,30.00154871121049
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0054,True,True,30.001346656121314
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0055,True,True,30.00066275987774
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0056,True,True,30.00163919525221
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0057,True,True,30.00113274110481
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0058,True,True,30.000219905283302
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0059,True,True,30.00094881793484
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0060,True,True,30.001153353136033
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0061,True,True,30.000636007171124
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0062,True,True,30.000782958231866
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0063,True,True,30.000521650072187
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0064,True,True,30.000768911093473
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0065,True,True,30.001383498311043
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0066,True,True,30.000984346028417
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0067,True,True,30.00098734535277
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0068,True,True,30.001361798960716
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0069,True,True,30.000077263917774
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0070,True,True,30.001029271632433
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0071,True,True,30.00125803705305
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0072,True,True,30.000877093989402
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0073,True,True,30.000739098060876
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0074,True,True,30.000807351898402
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0075,True,True,30.000836678780615
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0076,True,True,30.00133938807994
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0077,True,True,30.002643943298608
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0078,True,True,30.00108061078936
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0079,True,True,30.001914697233588
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0080,True,True,30.000581893138587
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0081,True,True,30.001034842804074
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0082,True,True,30.001230380963534
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0083,True,True,30.000968326814473
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0084,True,True,30.00113174598664
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0085,True,True,30.00202778307721
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0086,True,True,30.028905854094774
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0087,True,True,30.000480204820633
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0088,True,True,30.0007553989999
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0089,True,True,30.000924937892705
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0090,True,True,30.000726571306586
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0091,True,True,30.001602604985237
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0092,True,True,30.001778814941645
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0093,True,True,30.033786506857723
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0094,True,True,30.000905537977815
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0095,True,True,30.00067515205592
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0096,True,True,30.00113738887012
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0097,True,True,30.00117487180978
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0098,True,True,30.00136008579284
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0099,True,True,30.000648960936815
