event_id,timestamp,U,S,R,D,theta,confidence,trigger,solver_called,reason,severity_minutes,delay_probability
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0000,3.391737547035728,0.45,0.960432413626812,0.0,0.40509515831332576,0.6776784035454843,0.8709699,False,False,D<theta,30.0,0.9
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0001,10.72851378222725,1.0,0.975226233832949,0.0,0.6653639006160172,0.6331091272073841,0.8945389,True,True,D>=theta,106.0,1.0
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0002,11.460049181300501,1.0,0.9743466714928766,0.0,0.6528885763633847,0.6950891289019592,0.8780262,True,True,safety_U,120.0,1.0
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0003,13.429420331469627,0.175,0.9721155737035677,0.0,0.28643352954728385,0.6869011706989026,0.8665915000000001,False,False,D<theta,15.0,0.7
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0004,29.0060730785347,0.45,0.9965310022889673,0.0,0.4347764133454918,0.5958680086221584,0.9169930000000001,False,False,D<theta,30.0,0.9
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0005,44.40270697374751,0.9,0.9932978266532657,0.0,0.6179151887763622,0.5245429502375571,0.884854,True,True,D>=theta,120.0,0.9
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0006,47.229677152190426,0.9,0.9853268073761233,0.0,0.6401421900281093,0.6813168755610897,0.9193064,True,True,safety_U,102.0,0.9
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0007,49.23547077940268,1.0,0.9762587937467241,0.0,0.6427326849442149,0.6866625405481985,0.8638129,True,True,safety_U,120.0,1.0
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0008,62.562441324284315,0.9,0.6507285451318525,0.0,0.5522270131177279,0.6184640040846006,0.9013271,True,True,safety_U,120.0,0.9
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0009,66.5533119977185,0.175,0.9887603286049994,0.0,0.3138763418534197,0.6738520783995323,0.9378119,False,False,D<theta,15.0,0.7
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0010,70.97816528852188,0.45,0.6318598563629169,0.0,0.35189072734645055,0.6466331203443858,0.9188588,False,False,D<theta,30.0,0.9
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0011,71.127786408514,0.6599999999999999,0.9746498270830765,0.0,0.5275490017469706,0.6457439481342988,0.9196157,False,False,D<theta,44.0,0.9
enrips_ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20_e0012,75.63450963363522,0.2,0.9711984148862384,0.0,0.3123173144792726,0.6198755353588413,0.9110784000000001,False,False,D<theta,15.0,0.8
