event_id,timestamp,U,S,R,D,theta,trigger,solver_called,severity_minutes,delay_probability
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0000,49.16531982540829,0.494584563247084,0.9364713828689395,0.0,0.48141012734077687,0.465243035069416,True,True,43.22100111947387,0.6865892280652076
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0001,136.11968959035087,0.006071702436360364,0.9267572703370218,0.0,0.23472516880243563,0.37211119160956924,False,False,0.6102703535640539,0.5969520623999716
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0002,183.87413128337812,0.2705003573063481,0.8481602308184861,0.0,0.34729023635779555,0.3096572337378119,True,True,27.96852542983321,0.5802959286894973
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0003,324.6342570660395,0.39107265070374564,0.7376404512853035,0.0,0.37994643817319873,0.30448065562624504,True,True,25.791929000646906,0.9097558791215736
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0004,367.21036149381996,0.6485439413241287,0.9421801226339135,0.0,0.5598170013205428,0.48760414113302597,True,True,51.5820808341519,0.7543828370274686
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0005,376.0656237660748,0.46440895284947287,0.741273716336435,0.0,0.4175229055088452,0.6440266902207272,False,False,27.864537170968372,1.0
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0006,450.86996651375597,0.5483600248420497,0.9476722921329528,0.0,0.511098085454263,0.3782977208789945,True,True,32.901601490522985,1.0
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0007,518.722841019153,0.18603300376228224,0.8567570738823327,0.0,0.3072057703517243,0.4126262243026478,False,False,12.632916465711306,0.8835632101291228
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0008,591.8518630207294,0.10717450558855268,0.7472942827401579,0.0,0.2404108234793158,0.30429972351704304,False,False,8.983379868578107,0.7158185927109169
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0009,679.4135094573368,0.8904042695061094,0.8497745252608218,0.0,0.6576457660682602,0.26460106452329357,True,True,55.84173160944916,0.9567084442153378
