event_id,trigger,solver_called,runtime
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0000,True,True,5.000289749994408
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0001,True,True,5.00035491597373
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0002,True,True,5.000675082963426
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0003,True,True,5.000315333018079
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0004,True,True,5.00035733403638
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0005,True,True,5.000478125002701
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0006,True,True,5.000598915969022
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0007,True,True,5.000420457974542
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0008,True,True,5.000588792026974
enrips_ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12_e0009,True,True,5.000207542034332
