event_id,timestamp,U,S,R,D,theta,trigger,solver_called,severity_minutes,delay_probability
sol_r101_e0000,16.412225776261113,0.020344229542628742,0.8271285194244142,0.0,0.21695424462741794,0.6018004797911445,False,False,5.773454193468052,0.21142521126065972
sol_r101_e0001,45.43908360780944,0.0,0.8279260649945346,0.0,0.20698151624863365,0.4776163027513596,False,False,0.0,0.5694405373674281
sol_r101_e0002,61.38033410040199,0.0026632318912406107,0.7219572566934731,0.0,0.1818209301189886,0.42920718081644627,False,False,1.1922694862202232,0.1340249962959475
sol_r101_e0003,108.3684747825676,0.03268495307653239,0.6556108803033329,0.0,0.18024519661409943,0.3385635577591734,False,False,3.6291346765339734,0.5403759737196915
sol_r101_e0004,122.58110761041884,0.004956841095571436,0.738121880614244,0.0,0.18700889070134671,0.3215596214462802,False,False,1.0134697758721816,0.29345765686829467
sol_r101_e0005,125.53714581450973,0.042599775615842356,0.9424023367669014,0.0,0.25690047199964655,0.3184559447170765,False,False,3.291045851800997,0.7766487165627909
sol_r101_e0006,150.50811654305352,0.03632912771208606,0.7464993344110323,0.0,0.20478939745880112,0.29706952832356676,False,False,3.895340518224521,0.5595782069698705
sol_r101_e0007,173.15856811960114,0.034203987837163344,0.7525281632736238,0.0,0.20523403473698762,0.2835108430961058,False,False,2.8484018675162517,0.7204879668258719
sol_r101_e0008,197.5702880910998,0.0006541824695396488,0.8467296310429274,0.0,0.21200949899550167,0.27323577835907065,False,False,0.06919528914290574,0.5672488497203302
sol_r101_e0009,226.79986527603404,0.8904042695061094,0.9224038983816641,0.0,0.6758031093484708,0.26498799584371446,True,True,55.84173160944916,0.9567084442153378
