event_id,timestamp,U,S,R,D,theta,trigger,solver_called,severity_minutes,delay_probability
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0000,38.654308165275246,0.9796792491807692,0.7631373099418327,0.0,0.6806239520758428,0.5020009759408908,True,True,102.44773007577956,0.9796792491807692
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0001,87.19111988366973,0.11201601761041911,0.7586259256704767,0.0,0.24566449022282874,0.46728186049362974,False,False,7.459060724746595,0.9010465666712315
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0002,140.84695917048168,0.014545233074577106,0.8932504307320683,0.0,0.23058522422030564,0.34715987500882156,False,False,1.7505332625314152,0.49854178903896407
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0003,182.39555228422026,1.0,0.8674706218113266,0.0,0.7168676554528317,0.3020981229865198,True,True,70.97775848153408,1.0
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0004,319.9296702494818,0.452241225513267,0.7665231319374975,0.0,0.4177513957410079,0.30718180842565,True,True,29.346361567845875,0.9246282019685408
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0005,331.6530245126246,0.7698405822756436,0.6822412909154729,0.0,0.55548061386669,0.6274345849667464,False,False,68.1606806533202,0.7698405822756436
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0006,341.9729189054695,0.4554631551712095,0.9090196565434189,0.0,0.45498649172145944,0.5733058738302076,False,False,29.496504264690522,0.9264755262197608
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0007,605.5048175670225,0.21471469331363313,0.8480944369507836,0.0,0.31938095589451243,0.256206644259526,True,True,19.603718198286856,0.6571652106253908
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0008,619.4094325045925,0.6229455274192022,0.7126151234183917,0.0,0.489626544564199,0.6152851782165161,False,False,38.610088146942346,0.9680561075878329
enrips_ORTEC-VRPTW-ASYM-01829532-d1-n324-k22_e0009,662.683639465791,0.27164083686501894,0.8772940610219526,0.0,0.3551439336879976,0.44086478669402474,False,False,19.438306419141878,0.8384706908340139
