event_id,timestamp,U,S,R,D,theta,trigger,solver_called,severity_minutes,delay_probability
syn_n50_000_e0000,7.46542077315878,0.2016188244436845,0.8554846867371022,0.0,0.3146805839061178,0.6523274346619867,False,False,19.5263379551696,0.619528838146446
syn_n50_000_e0001,85.80513264684006,0.059403930417945214,0.908526991267768,0.0,0.2568337130259146,0.37423446078634437,False,False,3.5642358250767128,1.0
syn_n50_000_e0002,108.50300665394407,0.010893866657203525,0.8346268814271068,0.0,0.21410365368537848,0.3383850186463519,False,False,3.6061372815767188,0.18125543993334126
syn_n50_000_e0003,234.46880623727122,0.030035886086303556,0.5742598528249019,0.0,0.15858290624937724,0.2633593363063391,False,False,3.038406053183829,0.5931245309657694
syn_n50_000_e0004,239.1094296104448,0.019997569687270362,0.7461990697958556,1.0,0.44654855229259904,0.26246102955312783,True,True,2.943036140334252,0.4076926425714737
syn_n50_000_e0005,314.02367695126486,0.18402592198754045,0.740021599527697,0.0,0.2770183608756945,0.39628164995567816,False,False,11.666356108388714,0.9464442210291333
syn_n50_000_e0006,316.2192052139812,0.04079060655566334,0.7289367345303817,0.0,0.2026294869104271,0.39154263069590045,False,False,6.339455186439415,0.3860641524172387
syn_n50_000_e0007,414.82569259237033,0.20914108529766923,0.7923296751612526,0.0,0.30265296143914777,0.28224953543544296,True,True,22.131397743994636,0.5669983099583118
syn_n50_000_e0008,428.6841807975766,0.07371746435122896,0.7001646909367891,0.0,0.21189990490981175,0.6155380068473995,False,False,4.877741683757158,0.9067818978201434
syn_n50_000_e0009,452.21527561091597,0.09725014075408114,0.8174195005863629,0.0,0.2529799455236313,0.5068272904741469,False,False,6.4458457443745285,0.9052355077434556
