event_id,timestamp,U,S,R,D,theta,trigger,solver_called,severity_minutes,delay_probability
syn_n50_001_e0000,9.22741868924593,0.014345930588729051,0.7182874523287563,0.0,0.18674482837655362,0.6418332248400516,False,False,4.6563549694808115,0.18485614627007663
syn_n50_001_e0001,20.988573683231646,0.0,0.8290543403127352,0.0,0.2072635850781838,0.5784612851372372,False,False,0.0,0.28328983431523475
syn_n50_001_e0002,31.597646588236437,0.04935964747639485,0.5882485317733557,0.0,0.17174195668153636,0.5301381526872702,False,False,9.40907805853377,0.3147576021964895
syn_n50_001_e0003,165.14690981457503,0.07356799480770913,0.6315016082110172,0.0,0.19465939945660887,0.2877899780131927,False,False,5.556125442677716,0.7944528492026324
syn_n50_001_e0004,195.9495621794832,0.040807344244831,0.7175758716826544,0.0,0.1997976400430791,0.27380758315941073,False,False,3.1917186493512224,0.7671229590326052
syn_n50_001_e0005,200.97966177537475,0.01919132775248204,0.6348442625914862,0.0,0.16830672952411257,0.2720773601565446,False,False,1.8565972869088738,0.620209710133784
syn_n50_001_e0006,205.6769705997971,0.6312692605346187,0.6395409677349294,0.0,0.47551987220104175,0.2705753349062036,True,True,37.87615563207712,1.0
syn_n50_001_e0007,280.68070359951935,0.04271188598168477,0.6830343971908173,0.0,0.1921145422885467,0.3960854300291862,False,False,3.98741076972092,0.6427010676606192
syn_n50_001_e0008,384.59823647351703,0.9263804392614187,0.69420166430327,0.0,0.6367406357065268,0.2807358152351597,True,True,57.41694713768646,0.9680561075878329
syn_n50_001_e0009,403.668465311873,0.16106763840567698,0.9168382332073908,0.0,0.30974337750468617,0.5880501138053424,False,False,20.562563694668647,0.469983142561463
